"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"Toyota","Tacoma TRD Pro",0.9,0.10026673252655,"Gasoline","3.5L V6 24V PDI DOHC","6-Speed","Super White","Black","None reported","",0.0138498815920826
"Mercedes-Benz","AMG GT 63 S 4-Door",0.92,0.0985428500864411,"Gasoline","630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","9-Speed A/T","Black","Red","None reported","Yes",0.0374311968870794
"BMW","230 i",0.9,0.0738453939244258,"Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Beige","At least 1 accident or damage reported","Yes",0.00914608430725017
"Lexus","ES 350 Base",0.66,0.194813534205977,"Gasoline","272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Beige","At least 1 accident or damage reported","Yes",0.00291319722379079
"Porsche","911 Carrera S Cabriolet",0.66,0.0709903679920968,"Gasoline","3.8L H6 24V MPFI DOHC","6-Speed Manual","White","Beige","","",0.023032888980425
"Porsche","Taycan Turbo",0.92,0.0516868362558656,"","Dual AC Electric Motors","Single-Speed Fixed Gear","BLACK","BEIGE","None reported","",0.0321467926206682
"Maserati","Levante Modena",0.98,0.0131118794764139,"Gasoline","3.0L V6 24V GDI DOHC Twin Turbo","8-Speed Automatic","Blu","Black","None reported","Yes",0.0294537789079779
"Dodge","Challenger SRT Hellcat",0.92,0.0311187947641393,"Gasoline","717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",0.023000708313418
"Mazda","Mazda6 Touring",0.94,0.0466781921462089,"Gasoline","187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","","",0.00809597833123256
"Audi","S4 3.0T Premium",0.9,0.0293899728327982,"Gasoline","349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.0155822177086484
"Ford","Mustang GT Premium",0.84,0.0632674734502346,"Gasoline","435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",0.0108059292370845
"Tesla","Model Y Long Range",0.96,0.0295258088416893,"","425.0HP Electric Motor Electric Fuel System","A/T","Blue","Black","None reported","Yes",0.0143627398010151
"Audi","TTS 2.0T Premium Plus",0.74,0.171894294887627,"Gasoline","265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Orange","–","At least 1 accident or damage reported","Yes",0.00711362112786124
"BMW","M2 Competition",0.92,0.0615287725364288,"Gasoline","405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",0.0179534247512688
"Audi","Q4 e-tron Sportback Premium",0.98,0.00260805137070882,"","295.0HP Electric Motor Electric Fuel System","A/T","Blue","Black","None reported","Yes",0.0179195503649457
"BMW","740 i",0.84,0.14284761669548,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Black","None reported","Yes",0.00863796851240294
"Mercedes-Benz","AMG GLE 43 Coupe 4MATIC",0.88,0.129893800938503,"Gasoline","385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",0.0162593666912482
"Mercedes-Benz","S-Class S 550 4MATIC",0.82,0.133119288713263,"Gasoline","449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",0.0118560352131021
"Honda","S2000 Base",0.56,0.272659916028649,"Gasoline","240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Yellow","Red","None reported","Yes",0.00846859658078719
"Chevrolet","Corvette Base",0.52,0.240553223018029,"Gasoline","345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Yellow","Black","None reported","Yes",0.0027099509058519
"Chevrolet","Colorado Z71",0.92,0.0513929365275377,"Gasoline","3.6L V6 24V GDI DOHC","Automatic","Red","Jet Black","None reported","Yes",0.0113096413617097
"Mercedes-Benz","S-Class S 63 AMG",0.78,0.191523833045196,"Gasoline","536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Silver","Black","None reported","Yes",0.0128722668027965
"Bentley","Continental GTC Base",0.78,0.195905161768338,"Gasoline","616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",0.0210021195203522
"GMC","Sierra 2500 SLE H/D Extended Cab",0.56,0.132748826870832,"Gasoline","340.0HP 8.1L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",0.00504728356214917
"Audi","SQ5 3.0T Premium",0.92,0.0536725117312917,"Gasoline","349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",0.0135497545292595
"Toyota","Corolla iM Base",0.86,0.103314398616942,"Gasoline","137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",0.00565702251596584
"GMC","Yukon XL SLT",0.86,0.271425043220548,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",0.0111782087427759
"Toyota","Tundra 1794",0.92,0.166213879970363,"Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Brown","None reported","Yes",0.0154128457770327
"Subaru","WRX Premium",0.86,0.1545122252408,"Gasoline","268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","M/T","Red","Black","At least 1 accident or damage reported","Yes",0.00745236499109273
"Subaru","WRX Base",0.82,0.251667078290936,"Gasoline","268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","M/T","White","Black","At least 1 accident or damage reported","Yes",0.0054199018117038
"INFINITI","Q50 Premium",0.8,0.196801679427019,"Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Red","White","At least 1 accident or damage reported","Yes",0.00490772109049779
"Chevrolet","Suburban Premier",0.86,0.411086688071129,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",0.00777417166116264
"Toyota","Sequoia Limited",0.64,0.470624845640899,"Gasoline","273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Gray","At least 1 accident or damage reported","Yes",0.00233733265629727
"Dodge","Challenger R/T Scat Pack",0.84,0.0193331686836256,"–","–","6-Speed M/T","Red","Red","None reported","Yes",0.0120254071447178
"Porsche","Cayenne GTS",0.7,0.334665349469005,"Gasoline","405.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",0.00440367022200934
"Kia","Telluride S",0.98,0.0360582859965424,"Gasoline","291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",0.0128383924164734
"Mercedes-Benz","AMG E 63 S 4MATIC",0.9,0.0318226722647567,"Gasoline","603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","9-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",0.0318419231437598
"BMW","Z4 sDrive35is",0.8,0.0101259570264263,"Gasoline","335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Red","None reported","Yes",0.0213391696642676
"Subaru","Impreza 2.0i Sport",0.86,0.108421832551247,"Gasoline","152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Red","Black","None reported","Yes",0.00728299305947699
"Dodge","Dart SE",0.82,0.162756236107681,"Gasoline","160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",0.00338743863231488
"Land","Rover Range Rover P525 Westminster",0.94,0.0440726105211163,"Gasoline","5.0L V8 32V GDI DOHC Supercharged","8-Speed Automatic","Santorini Black Metallic","Ebony","None reported","",0.0297755855780478
"Nissan","370Z Base",0.78,0.263274882687083,"Gasoline","332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Red","Black","None reported","Yes",0.00525052988008806
"Cadillac","Escalade ESV Luxury",0.92,0.296122499382564,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",0.0179534247512688
"Mercedes-Benz","E-Class E 350",0.76,0.146949864163991,"Gasoline","302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",0.00606351515184363
"Kia","Optima Hybrid EX",0.76,0.289256606569523,"Hybrid","206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Black","Black","None reported","Yes",0.00233733265629727
"Chevrolet","Silverado 3500 LTZ",0.96,0.21017535193875,"Diesel","445.0HP 6.6L 8 Cylinder Engine Diesel Fuel","10-Speed A/T","Silver","Gray","None reported","Yes",0.0221877230416624
"Volkswagen","Golf GTI 2.0T SE 4-Door",0.88,0.156458384786367,"Gasoline","220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",0.00756245674664296
"Dodge","Ram 1500 SRT-10",0.6,0.180044455421092,"Gasoline","500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Gray","None reported","Yes",0.0069442491962455
"Scion","tC Anniversary Edition",0.8,0.283773771301556,"Gasoline","179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Silver","None reported","Yes",0.00321637298138298
"Land","Rover Range Rover 5.0L Supercharged Autobiography",0.84,0.138058779945666,"Gasoline","510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Brown","None reported","Yes",0.0162258310487883
"Lexus","LS 500 Base",0.88,0.165957026426278,"Gasoline","3.5L V-6 port/direct injection, DOHC, VVT-iE/VVT-i variable valv","Automatic, 10-Spd","–","–","None reported","",0.0131771362797049
"Chevrolet","Suburban 1500 LT",0.82,0.442331439861694,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","–","At least 1 accident or damage reported","Yes",0.00474241408524083
"Maserati","GranTurismo Base",0.82,0.0689059026920227,"Gasoline","444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Red","None reported","Yes",0.0145656473750907
"Porsche","911 Carrera Turbo",0.58,0.382563595949617,"Gasoline","415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","None reported","Yes",0.0179534247512688
"Hyundai","Sonata Hybrid Base",0.76,0.380093850333416,"Hybrid","206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Green","Gray","At least 1 accident or damage reported","Yes",0.00220183511100467
"Cadillac","CTS Luxury",0.76,0.154112126450976,"Gasoline","270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Beige","At least 1 accident or damage reported","Yes",0.00574340220108987
"BMW","323 Ci",0.52,0.438626821437392,"Gasoline","170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Silver","Black","None reported","Yes",0.000169371931615744
"Tesla","Model 3 Standard Range Plus",0.9,0.206470733514448,"","Electric Motor Electric Fuel System","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.00812985271755571
"Chevrolet","1500 Cheyenne Extended Cab",0.42,0.296122499382564,"–","–","4-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",0.00152434738454169
"Nissan","370Z Touring",0.76,0.160286490491479,"Gasoline","332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",0.00660550533301401
"Mercedes-Benz","GLS 450 Base 4MATIC",0.88,0.154872808100766,"Gasoline","3.0 Liter DOHC Twin Turbo","Automatic","Black","–","At least 1 accident or damage reported","",0.012397347906546
"Ford","Mustang GT Premium",0.94,0.00716226228698444,"Gasoline","460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Red","Black","None reported","Yes",0.0160903335034957
"Audi","Q5 2.0T Premium",0.76,0.293652753766362,"Gasoline","211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","–","None reported","Yes",0.00338743863231488
"RAM","2500 Big Horn",0.78,0.490906396641146,"Diesel","350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","Brown","Beige","None reported","Yes",0.00779110885432422
"Dodge","Ram 1500 ST",0.74,0.464065201284268,"Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.00220183511100467
"Mercedes-Benz","C-Class C 300 4MATIC Sport",0.78,0.388503334156582,"Gasoline","248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00296400880327552
"Dodge","Challenger SRT Hellcat",0.84,0.020074092368486,"Gasoline","707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","None reported","Yes",0.020494003725505
"Land","Rover Range Rover 3.0L Supercharged HSE",0.88,0.180293899728328,"Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Beige","None reported","Yes",0.0138715611993294
"BMW","M4 Base",0.88,0.0267967399357866,"Gasoline","425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","White","None reported","Yes",0.0199841942113416
"Mercedes-Benz","S-Class S 560 4MATIC",0.88,0.155742158557669,"Gasoline","463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","A/T","Black","–","At least 1 accident or damage reported","Yes",0.0152434738454169
"Land","Rover Range Rover 5.0L V8 Supercharged",0.9,0.0784539392442578,"Gasoline","5L V-8 gasoline direct injection, DOHC, variable valve control,","Automatic, 8-Spd","–","–","None reported","",0.0226619644501865
"Chevrolet","Express 3500 Base",0.7,0.184983946653495,"Gasoline","319.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","A/T","White","Gray","None reported","Yes",0.00572477128861214
"Toyota","4Runner TRD Pro",0.84,0.24178809582613,"Gasoline","270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",0.0115172913498706
"Mazda","MX-5 Miata Grand Touring",0.76,0.0826772042479625,"Gasoline","167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Red","Beige","None reported","Yes",0.00572477128861214
"Volkswagen","Touareg VR6 Lux",0.76,0.304025685354408,"Gasoline","280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","At least 1 accident or damage reported","Yes",0.00353953462690582
"Jaguar","XJ Base",0.78,0.276364534452951,"Gasoline","340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","White","None reported","Yes",0.00230345826997412
"Chevrolet","Camaro 2SS",0.72,0.167695727340084,"Gasoline","426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Gray","At least 1 accident or damage reported","Yes",0.00592801760655103
"INFINITI","G37 x",0.76,0.296122499382564,"Gasoline","328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Black","At least 1 accident or damage reported","Yes",0.0042342982903936
"BMW","X6 xDrive50i",0.9,0.110891578167449,"Gasoline","445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",0.0152431351015537
"Chevrolet","Camaro LT1",0.96,0.0163003210669301,"Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Gray","Black","None reported","Yes",0.0127028948711808
"Porsche","Taycan Base",0.94,0.0165102494443072,"","Electric","2-Speed Automatic","Gentian Blue Metallic","Black","None reported","",0.036211718979446
"Mercedes-Benz","S-Class S 63 AMG",0.82,0.100765621141022,"Gasoline","577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","–","None reported","Yes",0.0195624581016184
"Cadillac","Escalade ESV Premium Luxury",0.88,0.182884662879723,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Gold","Brown","None reported","Yes",0.014565986118954
"Toyota","Camry Hybrid XLE",0.8,0.233015559397382,"Hybrid","200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Silver","Gray","None reported","Yes",0.0047420753413776
"Audi","A6 3.0T Prestige",0.82,0.266485551988145,"Gasoline","310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Brown","None reported","Yes",0.00609671205044032
"BMW","X5 M Base",0.76,0.291183008150161,"Gasoline","555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Orange","At least 1 accident or damage reported","Yes",0.00508115794847232
"Jaguar","F-PACE SVR",0.92,0.0955791553469993,"Gasoline","550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",0.0188002844093476
"BMW","740 i",0.86,0.135589034329464,"Gasoline","320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",0.0128722668027965
"BMW","M340 i xDrive",0.94,0.0861126204000988,"Hybrid","382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","Blue","Beige","At least 1 accident or damage reported","Yes",0.0162593666912482
"Jeep","Wrangler Unlimited Sport",0.84,0.210484070140775,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","5-Speed A/T","Black","Black","None reported","Yes",0.00948482817048166
"RAM","2500 Tradesman",0.88,0.157199308471227,"Gasoline","410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Gray","None reported","Yes",0.0115172913498706
"Ford","Mustang V6",0.84,0.215233390960731,"Gasoline","300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",0.00609705079430355
"BMW","328 i",0.46,0.508520622375895,"Gasoline","190.0HP 2.8L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed M/T","Red","Black","At least 1 accident or damage reported","Yes",0.00470853969891768
"Mercedes-Benz","GL-Class GL 450",0.74,0.278473697209187,"Gasoline","335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Black","None reported","Yes",0.00338709988845165
"Rivian","R1S Adventure Package",0.98,0.00259323289701161,"","835.0HP Electric Motor Electric Fuel System","A/T","Green","Black","None reported","Yes",0.0321298554275066
"Tesla","Model Y Long Range",0.98,0.0244504816003952,"","425.0HP Electric Motor Electric Fuel System","A/T","Blue","Black","None reported","Yes",0.0155822177086484
"Mercedes-Benz","E-Class E 350",0.96,0.0345764386268214,"Gasoline","255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","9-Speed A/T","Gray","Black","None reported","Yes",0.0172759370248059
"BMW","X7 xDrive40i",0.98,0.0352185724870338,"Hybrid","375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","Black","Black","None reported","Yes",0.0282834188605131
"Chevrolet","Trailblazer RS",0.98,0.0244504816003952,"Gasoline","155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel","9-Speed A/T","Blue","Black","None reported","Yes",0.0101623158969446
"Chevrolet","Suburban 1500 LTZ",0.82,0.536922696962213,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",0.00609738953816678
"Chevrolet","Suburban Premier",0.94,0.182133860212398,"Gasoline","5.3L V8 16V GDI OHV","10-Speed Automatic","Midnight Blue Metallic","Jet Black","None reported","Yes",0.0199841942113416
"Jeep","Gladiator Overland",0.92,0.0985428500864411,"Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",0.014565986118954
